index,expert,ref,property_url,image_url
394,Julia,ljvap120009342,https://www.immobiliere-pujol.fr/annonces/ljvap120009342-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/06/photo_91d94e2b7f41998e8ed6d63bb1b17d40-103.jpg"
395,Julia,ljvap120009334,https://www.immobiliere-pujol.fr/annonces/ljvap120009334-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/06/photo_36364e4a5cd63424dbe77e41949e5daa-26.jpg"
396,Julia,ljvap120009336,https://www.immobiliere-pujol.fr/annonces/ljvap120009336-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/05/photo_4f37a1e3254a4d1d5dde42017b77e654-331.jpg"
397,Julia,ljvap120009335,https://www.immobiliere-pujol.fr/annonces/ljvap120009335-13001-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/05/photo_befc93b99c4c7e197baf5f85f45b443b-1.jpg"
398,Julia,ljvap120009323,https://www.immobiliere-pujol.fr/annonces/ljvap120009323-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/04/photo_5cc6ebec733c857864b82cdb765f47ab-220.jpg"
400,Julia,spvap80009302,https://www.immobiliere-pujol.fr/annonces/spvap80009302-13007-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/03/photo_42dfa20022719a4e9b6cba440e2a5fc9-68.jpg"
401,Julia,ljvap120009300,https://www.immobiliere-pujol.fr/annonces/ljvap120009300-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/02/photo_9a96380e09d1614f8e70cc48c9872006-178.jpg"
402,Julia,ljvap120009290,https://www.immobiliere-pujol.fr/annonces/ljvap120009290-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/01/photo_5685da6063ecd4ab0b86d7148b4e9063-21.jpg"
403,Julia,spvap80009270,https://www.immobiliere-pujol.fr/annonces/spvap80009270-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/12/photo_6ab59efa70c6ad3d035a6e3d5c6c8e86-67.jpg"
404,Julia,spvap80009235,https://www.immobiliere-pujol.fr/annonces/spvap80009235-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/11/photo_6d691a3b36196f69347a37d69fe1f3fa-118.jpg"
405,Julia,spvap80009233,https://www.immobiliere-pujol.fr/annonces/spvap80009233-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/11/photo_91f2e9098bb6a64e87a31b5cb9e7e904-6.jpg"
406,Julia,spvap80009207,https://www.immobiliere-pujol.fr/annonces/spvap80009207-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/11/photo_45ffee00fe1fa246b9c43337f445e809-67.jpg"
407,Julia,cavap90009054,https://www.immobiliere-pujol.fr/annonces/cavap90009054-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/10/photo_975a310c4ccc6ba5cd726086a3436d7b-84.jpg"
408,Julia,spvap80008817,https://www.immobiliere-pujol.fr/annonces/spvap80008817-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/08/photo_00c1ef6dbaf09950c2d3597253cc4972-20.jpg"
410,Julia,cavap90008765,https://www.immobiliere-pujol.fr/annonces/cavap90008765-13008-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/06/photo_854a6b3dc2feb7e19aa310873dbc2463-21.jpg"
411,Julia,spvap80008500,https://www.immobiliere-pujol.fr/annonces/spvap80008500-13005-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/04/photo_3ee21809e3c72ea5fdf068f3f7372d95-6.jpg"
415,Julia,spvap80008197,https://www.immobiliere-pujol.fr/annonces/spvap80008197-13007-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/02/photo_4e2a97357fb44f49afe8bcb60d7cc6f8-48.jpg"
416,Julia,spvap80007961,https://www.immobiliere-pujol.fr/annonces/spvap80007961-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2022/12/photo_60f5b41faf242927977f477287e84254-102.jpg"
425,Julia,spvap80006887,https://www.immobiliere-pujol.fr/annonces/spvap80006887-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2022/02/photo_a22b3bc59d3b34fadc076755bc3bce69-6.jpg"
438,Julia,pvvap60004159,https://www.immobiliere-pujol.fr/annonces/pvvap60004159-la-timone-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2020/01/photo_21f96c06dd0ad3ff747cbc66809d2e10-6.jpg"
451,Julia,ljvap120009468,https://www.immobiliere-pujol.fr/annonces/ljvap120009468-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2025/03/photo_c9dc64c5b52c5b6c3ca24a86763d2b4f-244.png"
452,Julia,ljvap120009374,https://www.immobiliere-pujol.fr/annonces/ljvap120009374-13001-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/08/photo_432ce9d3b9cb27b91c4f9cb1e104028b-2.jpg"
454,Julia,spvap80009329,https://www.immobiliere-pujol.fr/annonces/spvap80009329-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/05/photo_fab413be8d462bb0b1a4f4ed0727c89a-16.jpg"
456,Julia,spvap80009284,https://www.immobiliere-pujol.fr/annonces/spvap80009284-13007-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2024/01/photo_9510d5939bd35fbd7d6ad2bd68a1d86e-273.jpg"
457,Julia,spvap80009276,https://www.immobiliere-pujol.fr/annonces/spvap80009276-13010-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/12/photo_01f5e4d63a951f0c80a6634fb725e0be-67.jpg"
458,Julia,cavap90008920,https://www.immobiliere-pujol.fr/annonces/cavap90008920-13002-marseille-france/,"https://www.immobiliere-pujol.fr/cdn-cgi/image/width=480,quality=75,format=auto,onerror=redirect/https://pub-ffb425c962e94d71bef4d2fbce95daee.r2.dev/2023/08/photo_650585f0556e122de1ae85d746a5d0cf-196.jpg"
